,Tag,Word,Sentence #
6414,ORG,Larnaca,279.0
6415,O,win,279.0
6416,O,5000,279.0
6417,ORG,AEK,279.0
6418,O,51,279.0
6419,O,on,279.0
6420,LOC,Siauliai,279.0
6421,ORG,Kareda,279.0
6422,O,aggregate,279.0
6423,O,In,279.0
6424,O,0,279.0
6425,O,0,279.0
6426,ORG,Siauliai,279.0
6427,LOC,Lithuania,279.0
6428,O,Attendance,279.0
6429,ORG,Sion,279.0
6430,LOC,Switzerland,279.0
6431,O,win,279.0
6432,ORG,Sion,279.0
6433,O,5000,279.0
6434,O,42,279.0
6435,O,on,279.0
6436,LOC,Vinnytsya,279.0
6437,ORG,Nyva,280.0
6438,O,agrregate,280.0
6439,O,In,280.0
6440,O,1,280.0
6441,ORG,Tallinna,280.0
6442,O,0,280.0
6443,LOC,Ukraine,280.0
6444,ORG,Vinnytsya,280.0
6445,O,00,280.0
6446,ORG,Sadam,280.0
6447,LOC,Estonia,280.0
6448,O,Attendance,280.0
6449,O,3000,280.0
6450,O,Aggregate,280.0
6451,O,score,280.0
6452,O,qualified,280.0
6453,ORG,Nyva,281.0
6454,O,22,281.0
6455,O,on,281.0
6456,O,away,281.0
6457,O,goals,281.0
6458,LOC,Bergan,281.0
6459,ORG,Bran,282.0
6460,O,rule,282.0
6461,O,2,282.0
6462,LOC,Norway,282.0
6463,O,In,282.0
6464,O,1,282.0
6465,O,11,282.0
6466,ORG,Shelbourne,282.0
6467,LOC,Ireland,282.0
6468,O,Scorers,282.0
6469,PER,Ivar,282.0
6470,PER,Mjelde,282.0
6471,O,10th,282.0
6472,PER,Mons,282.0
6473,PER,Ove,282.0
6474,PER,Pederson,282.0
6475,O,72nd,282.0
6476,PER,Rutherford,282.0
6477,ORG,Bran,282.0
6478,PER,Jaan,282.0
6479,PER,Merc,282.0
6480,ORG,Shelbourne,282.0
6481,O,5th,282.0
6482,O,Attendance,282.0
6483,O,win,282.0
6484,ORG,Bran,282.0
6485,O,2189,282.0
6486,O,52,282.0
6487,O,on,282.0
6488,LOC,Sofia,282.0
6489,ORG,Levski,282.0
6490,O,aggregate,282.0
6491,O,In,282.0
6492,O,1,282.0
6493,O,0,282.0
6494,ORG,Sofia,282.0
6495,LOC,Bulgaria,282.0
6496,O,00,282.0
6497,ORG,Olimpija,282.0
6498,LOC,Slovenia,282.0
6499,PER,Simeonov,282.0
6500,O,58th,282.0
6501,O,Scorer,282.0
6502,PER,Ilian,282.0
6503,O,Attendance,282.0
6504,O,25000,282.0
6505,O,Aggregate,282.0
6506,O,won,282.0
6507,ORG,Olimpija,283.0
6508,O,11,283.0
6509,O,43,283.0
6510,O,on,283.0
6511,O,penalties,283.0
6512,LOC,Vaduz,284.0
6513,LOC,Lichtenstein,284.0
6514,O,1,284.0
6515,LOC,Vaduz,284.0
6516,O,1,284.0
6517,ORG,Raf,284.0
6518,O,In,284.0
6519,O,00,284.0
6520,ORG,Rega,284.0
6521,LOC,Latvia,284.0
6522,O,Scorers,284.0
6523,PER,Polverino,284.0
6524,PER,Daniele,284.0
6525,LOC,Vaduz,284.0
6526,PER,Zarins,284.0
6527,ORG,Raf,284.0
6528,O,90th,284.0
6529,PER,Agrins,284.0
6530,ORG,Rega,284.0
6531,O,47th,284.0
6532,O,Aggregate,284.0
6533,O,won,284.0
6534,LOC,Vaduz,285.0
6535,O,22,285.0
6536,O,42,285.0
6537,O,on,285.0
6538,LOC,Luxembourg,285.0
6539,ORG,Us,286.0
6540,O,penalties,286.0
6541,O,In,286.0
6542,O,0,286.0
6543,ORG,Varteks,286.0
6544,O,3,286.0
6545,LOC,Luxembourg,286.0
6546,ORG,Luxembourg,286.0
6547,O,00,286.0
6548,ORG,Varazdin,286.0
6549,LOC,Croatia,286.0
6550,PER,Beser,286.0
6551,O,63rd,286.0
6552,O,Scorers,286.0
6553,PER,Mumler,286.0
6554,O,penalty,286.0
6555,PER,Drazen,286.0
6556,PER,Miljenko,286.0
6557,PER,Cvetko,286.0
6558,O,87th,286.0
6559,O,78th,286.0
6560,PER,Jamir,286.0
6561,O,Attendance,286.0
6562,ORG,Varazdin,286.0
6563,O,win,286.0
6564,O,800,286.0
6565,ORG,Varteks,286.0
6566,O,51,286.0
6567,O,on,286.0
6568,LOC,Torshavn,286.0
6569,ORG,Havnar,287.0
6570,O,aggregate,287.0
6571,O,In,287.0
6572,LOC,Island'S,287.0
6573,LOC,Faroe,287.0
6574,ORG,Boltfelag,287.0
6575,O,3,287.0
6576,ORG,Dynamo,287.0
6577,O,0,287.0
6578,O,02,287.0
6579,ORG,Batumi,287.0
6580,ORG,Batumi,287.0
6581,O,win,287.0
6582,LOC,Ga,287.0
6583,ORG,Dynamo,287.0
6584,O,90,287.0
6585,O,on,287.0
6586,LOC,Prague,287.0
6587,ORG,Sparta,288.0
6588,O,aggregate,288.0
6589,O,In,288.0
6590,LOC,Republic,288.0
6591,LOC,Czech,288.0
6592,ORG,Prague,288.0
6593,O,8,288.0
6594,LOC,Ireland,288.0
6595,LOC,Northern,288.0
6596,ORG,Glentoran,288.0
6597,O,0,288.0
6598,O,40,288.0
6599,PER,Gunda,288.0
6600,O,1st,288.0
6601,O,Scorers,288.0
6602,PER,Petter,288.0
6603,O,and,288.0
6604,PER,Mistr,288.0
6605,O,19th,288.0
6606,O,26th,288.0
6607,PER,Siegl,288.0
6608,O,24th,288.0
6609,PER,Lumir,288.0
6610,PER,Horsed,288.0
6611,O,48th,288.0
6612,PER,Svoboda,288.0
6613,O,76th,288.0
6614,O,80th,288.0
6615,PER,Gabriel,288.0
6616,O,86th,288.0
6617,PER,Zdenek,288.0
6618,O,win,288.0
6619,ORG,Sparta,288.0
6620,PER,Petter,288.0
6621,O,101,288.0
6622,O,on,288.0
6623,LOC,Edinboro,288.0
6624,ORG,Hart'S,289.0
6625,O,aggregate,289.0
6626,O,1,289.0
6627,LOC,Scotland,289.0
6628,ORG,Staar,289.0
6629,O,1,289.0
6630,O,In,289.0
6631,ORG,Reade,289.0
6632,O,10,289.0
6633,ORG,Belgrade,289.0
6634,LOC,Yugoslavia,289.0
6635,O,Scorers,289.0
6636,PER,Mcpherson,289.0
6637,PER,Dave,289.0
6638,ORG,Hart'S,289.0
6639,ORG,Staar,289.0
6640,O,Vinko,289.0
6641,O,44th,289.0
6642,ORG,Reade,289.0
6643,O,Marinovic,289.0
6644,O,59th,289.0
6645,O,Attendance,289.0
6646,O,15062,289.0
6647,O,Aggregate,289.0
6648,ORG,Staar,289.0
6649,O,win,290.0
6650,O,11,290.0
6651,ORG,Reade,290.0
6652,O,on,290.0
6653,O,away,290.0
6654,O,goals,290.0
6655,LOC,RishonLezion,290.0
6656,ORG,Hapoel,291.0
6657,O,rule,291.0
6658,O,In,291.0
6659,O,3,291.0
6660,ORG,Constructorul,291.0
6661,O,2,291.0
6662,LOC,Israel,291.0
6663,ORG,Ironi,291.0
6664,O,21,291.0
6665,ORG,Chisinau,291.0
6666,LOC,Moldova,291.0
6667,O,Aggregate,291.0
6668,O,win,291.0
6669,ORG,Constructorul,292.0
6670,O,33,292.0
6671,O,on,292.0
6672,O,away,292.0
6673,O,goals,292.0
6674,O,rule,292.0
6675,O,In,293.0
6676,O,Anjalonkoski,293.0
6677,O,1,293.0
6678,ORG,Karabach,293.0
6679,O,1,293.0
6680,LOC,Finland,293.0
6681,ORG,MyPa47,293.0
6682,O,00,293.0
6683,ORG,Agdam,293.0
6684,O,win,293.0
6685,ORG,Mypa47,293.0
6686,LOC,Azerbaijan,293.0
6687,O,21,293.0
6688,O,on,293.0
6689,LOC,Skopje,293.0
6690,ORG,Sloga,294.0
6691,O,aggregate,294.0
6692,O,In,294.0
6693,O,0,294.0
6694,ORG,Kispest,294.0
6695,O,1,294.0
6696,LOC,Macedonia,294.0
6697,ORG,Jugomagnat,294.0
6698,O,00,294.0
6699,ORG,Honved,294.0
6700,ORG,Honved,294.0
6701,O,win,294.0
6702,LOC,Hungary,294.0
6703,ORG,Kispest,294.0
6704,O,20,294.0
6705,O,on,294.0
6706,ORG,Hapoel,294.0
6707,ORG,Ironi,295.0
6708,O,v,295.0
6709,ORG,Ad,295.0
6710,ORG,Chisinau,295.0
6711,O,Scorers,295.0
6712,O,aggregate,295.0
6713,ORG,Constructorul,295.0
6714,PER,Sabag,295.0
6715,PER,Moshe,295.0
6716,ORG,Rishon,295.0
6717,O,10th,295.0
6718,PER,Kapeta,295.0
6719,O,26th,295.0
6720,O,minute,295.0
6721,PER,Cibola,295.0
6722,O,58th,295.0
6723,PER,Nissan,295.0
6724,PER,Tomas,295.0
6725,PER,Rogachev,296.0
6726,PER,Skidan,296.0
6727,ORG,Constructorol,296.0
6728,O,42nd,296.0
6729,O,87th,296.0
6730,PER,Sergei,296.0
6731,PER,Gennadi,296.0
6732,O,Attendance,297.0
6733,O,1500,297.0
6734,O,DOCSTART,298.0
6735,O,PUT,298.0
6736,LOC,Gothenburg,298.0
6737,O,OUT,298.0
6738,ORG,FERENCVAROS,298.0
6739,O,SOCCER,298.0
6740,O,OF,298.0
6741,O,EURO,298.0
6742,O,19960821,298.0
6743,LOC,Budapest,299.0
6744,ORG,Gothenburg,299.0
6745,O,drew,299.0
6746,O,CUP,299.0
6747,ORG,IFK,299.0
6748,LOC,Sweeden,299.0
6749,O,of,299.0
6750,O,11,299.0
6751,O,10,299.0
6752,O,in,299.0
6753,ORG,Ferencvaros,299.0
6754,O,with,299.0
6755,LOC,Hungary,299.0
6756,O,of,299.0
6757,O,the,299.0
6758,O,second,299.0
6759,O,leg,299.0
6760,O,of,299.0
6761,O,their,299.0
6762,O,European,299.0
6763,O,Champions,299.0
6764,O,Cup,299.0
6765,O,preliminary,299.0
6766,O,round,299.0
6767,O,tie,299.0
6768,O,played,299.0
6769,O,on,299.0
6770,O,go,299.0
6771,LOC,Gothenburg,300.0
6772,O,Wednesday,300.0
6773,O,through,300.0
6774,O,41,300.0
6775,O,on,300.0
6776,O,aggregate,300.0
6777,O,Scorers,301.0
6778,PER,Horvath,301.0
6779,PER,Ferenc,301.0
6780,ORG,Ferencvaros,301.0
6781,PER,Andersen,301.0
6782,ORG,IFK,301.0
6783,O,15th,301.0
6784,PER,Andreas,301.0
6785,ORG,Gothenburg,301.0
6786,O,87th,301.0
6787,O,Attendance,301.0
6788,O,9000,301.0
6789,O,DOCSTART,301.0
6790,O,SOCCER,301.0
6791,O,BRAZILIAN,301.0
6792,O,CHAMPIONSHIP,301.0
6793,LOC,De,301.0
6794,LOC,Janeiro,302.0
6795,O,19960822,302.0
6796,LOC,Reo,302.0
6797,O,RESULTS,302.0
6798,O,Results,302.0
6799,O,of,302.0
6800,O,midweek,302.0
6801,O,matches,302.0
6802,O,in,302.0
6803,O,the,302.0
6804,O,Brazilian,302.0
6805,O,soccer,302.0
6806,O,2,302.0
6807,ORG,Bahia,303.0
6808,ORG,Paranaense,303.0
6809,O,0,303.0
6810,O,championship,303.0
6811,O,1,303.0
6812,ORG,Corinthians,303.0
6813,O,0,303.0
6814,ORG,Guarani,303.0
6815,O,1,303.0
6816,ORG,Coritiba,303.0
6817,ORG,Mineiro,303.0
6818,O,0,303.0
6819,ORG,Atletico,303.0
6820,O,2,303.0
6821,ORG,Cruzeiro,303.0
6822,O,1,303.0
6823,ORG,Vitoria,303.0
6824,O,0,303.0
6825,ORG,Flamengo,303.0
6826,O,1,303.0
6827,ORG,Juventude,303.0
6828,O,3,303.0
6829,ORG,Goias,303.0
6830,ORG,Recife,303.0
6831,O,1,303.0
6832,ORG,Atletico,303.0
6833,O,6,303.0
6834,ORG,Gremio,303.0
6835,O,1,303.0
6836,ORG,Bragantino,303.0
6837,O,3,303.0
6838,ORG,Palmeiras,303.0
6839,ORG,Da,303.0
6840,ORG,Gama,303.0
6841,O,1,303.0
6842,ORG,Vasco,303.0
6843,O,2,303.0
6844,ORG,Portuguesa,303.0
6845,O,0,303.0
6846,ORG,Parana,303.0
6847,ORG,Sport,303.0
6848,O,DOCSTART,303.0
6849,O,PONDERS,303.0
6850,PER,Neukam,303.0
6851,O,TENNIS,303.0
6852,O,HIS,303.0
6853,O,DAVIS,303.0
6854,O,CUP,303.0
6855,O,19960822,303.0
6856,LOC,Sidney,304.0
6857,O,FUTURE,304.0
6858,O,Australian,304.0
6859,O,Davis,304.0
6860,O,Cup,304.0
6861,PER,Neukam,304.0
6862,O,on,304.0
6863,O,captain,304.0
6864,PER,Jon,304.0
6865,O,Thursday,304.0
6866,O,signalled,304.0
6867,O,his,304.0
6868,O,possible,304.0
6869,O,resignation,304.0
6870,O,if,304.0
6871,O,his,304.0
6872,O,team,304.0
6873,O,loses,304.0
6874,O,an,304.0
6875,O,away,304.0
6876,O,tie,304.0
6877,O,next,304.0
6878,LOC,Croatia,304.0
6879,O,against,304.0
6880,O,month,304.0
6881,O,The,305.0
6882,O,former,305.0
6883,O,Wimbledon,305.0
6884,O,champion,305.0
6885,O,said,305.0
6886,O,the,305.0
6887,O,immediate,305.0
6888,O,future,305.0
6889,O,Davis,305.0
6890,LOC,Australias,305.0
6891,O,of,305.0
6892,O,Cup,305.0
6893,PER,Roesch,305.0
6894,O,could,305.0
6895,O,coach,305.0
6896,PER,Toni,305.0
6897,O,also,305.0
6898,O,be,305.0
6899,O,determined,305.0
6900,O,by,305.0
6901,O,events,305.0
6902,O,If,305.0
6903,LOC,Splitt,305.0
6904,O,in,306.0
6905,O,we,306.0
6906,O,lose,306.0
6907,O,this,306.0
6908,O,and,306.0
6909,PER,Toni,306.0
6910,O,one,306.0
6911,O,I,306.0
6912,O,will,306.0
6913,O,have,306.0
6914,O,to,306.0
6915,O,have,306.0
6916,O,a,306.0
6917,O,good,306.0
6918,O,look,306.0
6919,O,at,306.0
6920,O,giving,306.0
6921,O,someone,306.0
6922,O,else,306.0
6923,O,a,306.0
6924,O,was,306.0
6925,PER,Neukam,306.0
6926,O,go,306.0
6927,O,quoted,306.0
6928,O,as,306.0
6929,LOC,Sydneys,306.0
6930,ORG,Daly,306.0
6931,O,saying,306.0
6932,O,face,306.0
6933,ORG,Telegraph,306.0
6934,O,in,306.0
6935,LOC,Australia,307.0
6936,O,in,307.0
6937,LOC,Croatia,307.0
6938,O,newspaper,307.0
6939,O,the,307.0
6940,O,world,307.0
6941,O,group,307.0
6942,O,qualifying,307.0
6943,O,tie,307.0
6944,O,on,307.0
6945,O,clay,307.0
6946,O,from,307.0
6947,O,September,307.0
6948,O,2022,307.0
6949,O,leadership,308.0
6950,PER,Newcombes,308.0
6951,O,were,308.0
6952,LOC,Australia,308.0
6953,O,Under,308.0
6954,O,relegated,308.0
6955,O,from,308.0
6956,O,the,308.0
6957,O,elite,308.0
6958,O,world,308.0
6959,O,group,308.0
6960,O,last,308.0
6961,O,year,308.0
6962,O,the,308.0
6963,O,first,308.0
6964,O,time,308.0
6965,O,the,308.0
6966,O,26time,308.0
6967,O,Davis,308.0
6968,O,Cup,308.0
6969,O,winners,308.0
6970,O,had,308.0
6971,O,slipped,308.0
6972,O,from,308.0
6973,O,the,308.0
6974,O,top,308.0
6975,O,rank,308.0
6976,O,Since,309.0
6977,O,taking,309.0
6978,O,over,309.0
6979,O,as,309.0
6980,O,captain,309.0
6981,PER,Frazer,309.0
6982,O,in,309.0
6983,O,from,309.0
6984,PER,Neal,309.0
6985,O,record,309.0
6986,PER,Newcombes,309.0
6987,O,1994,309.0
6988,O,in,309.0
6989,O,tandem,309.0
6990,O,his,309.0
6991,PER,Roesch,309.0
6992,O,with,309.0
6993,O,former,309.0
6994,O,doubles,309.0
6995,O,partner,309.0
6996,O,has,309.0
6997,O,been,309.0
6998,O,three,309.0
6999,O,wins,309.0
7000,O,and,309.0
7001,O,three,309.0
7002,O,has,309.0
7003,PER,Neukam,310.0
7004,O,losses,310.0
7005,O,selected,310.0
7006,O,Wimbledon,310.0
7007,PER,Stoltenberg,310.0
7008,PER,Patrick,310.0
7009,PER,Rafter,310.0
7010,PER,Merc,310.0
7011,PER,Philippoussis,310.0
7012,O,and,310.0
7013,O,semifinalist,310.0
7014,PER,Jason,310.0
7015,O,Olympic,310.0
7016,O,doubles,310.0
7017,PER,Woodbridge,310.0
7018,O,and,310.0
7019,O,champions,310.0
7020,PER,Woodforde,310.0
7021,O,to,310.0
7022,PER,Tod,310.0
7023,PER,Merc,310.0
7024,O,face,310.0
7025,O,the,310.0
7026,O,Croatians,310.0
7027,O,The,311.0
7028,O,home,311.0
7029,O,side,311.0
7030,O,boasts,311.0
7031,O,world,311.0
7032,O,number,311.0
7033,PER,Ivanisevic,311.0
7034,O,and,311.0
7035,O,six,311.0
7036,O,conceded,311.0
7037,PER,Neukam,311.0
7038,PER,Goren,311.0
7039,O,his,311.0
7040,O,players,311.0
7041,O,would,311.0
7042,O,be,311.0
7043,O,hardpressed,311.0
7044,O,to,311.0
7045,O,beat,311.0
7046,O,the,311.0
7047,O,Croatian,311.0
7048,O,number,311.0
7049,O,one,311.0
7050,O,We,312.0
7051,O,are,312.0
7052,O,ready,312.0
7053,O,to,312.0
7054,O,fight,312.0
7055,O,to,312.0
7056,O,our,312.0
7057,O,last,312.0
7058,O,must,312.0
7059,LOC,Australia,312.0
7060,O,breath,312.0
7061,O,play,312.0
7062,O,at,312.0
7063,O,its,312.0
7064,O,absolute,312.0
7065,O,best,312.0
7066,O,to,312.0
7067,O,win,312.0
7068,O,who,312.0
7069,PER,Neukam,312.0
7070,O,said,312.0
7071,O,described,312.0
7072,O,the,312.0
7073,O,tie,312.0
7074,O,as,312.0
7075,O,the,312.0
7076,O,toughest,312.0
7077,O,he,312.0
7078,O,has,312.0
7079,O,faced,312.0
7080,O,as,312.0
7081,O,last,312.0
7082,LOC,Australia,313.0
7083,O,captain,313.0
7084,O,won,313.0
7085,O,the,313.0
7086,O,Davis,313.0
7087,O,Cup,313.0
7088,O,in,313.0
7089,O,1986,313.0
7090,O,but,313.0
7091,O,they,313.0
7092,O,were,313.0
7093,O,beaten,313.0
7094,O,finalists,313.0
7095,O,three,313.0
7096,LOC,Germany,313.0
7097,O,against,313.0
7098,O,years,313.0
7099,O,ago,313.0
7100,O,guidance,313.0
7101,PER,Frasers,313.0
7102,O,under,313.0
7103,O,DOCSTART,314.0
7104,O,BADMINTON,314.0
7105,O,MALAYSIAN,314.0
7106,O,OPEN,314.0
7107,LOC,Lumpur,314.0
7108,O,19960822,315.0
7109,O,RESULTS,315.0
7110,LOC,Kuala,315.0
7111,O,Results,315.0
7112,O,in,315.0
7113,O,the,315.0
7114,O,Malaysian,315.0
7115,O,Open,315.0
7116,O,badminton,315.0
7117,O,tournament,315.0
7118,O,on,315.0
7119,O,Thursday,315.0
7120,O,prefix,315.0
7121,O,number,315.0
7122,O,denotes,315.0
7123,O,seeding,315.0
7124,O,Mens,315.0
7125,O,singles,315.0
7126,O,third,315.0
7127,O,round,315.0
7128,O,916,315.0
7129,LOC,China,315.0
7130,PER,Yigang,315.0
7131,PER,Luo,315.0
7132,O,Sunho,315.0
7133,PER,Huang,315.0
7134,LOC,Korea,315.0
7135,O,153,315.0
7136,O,beat,315.0
7137,LOC,South,315.0
7138,O,157,315.0
7139,LOC,Malaysia,315.0
7140,PER,Wong,315.0
7141,PER,Jason,315.0
7142,PER,Samad,315.0
7143,PER,Abdul,315.0
7144,LOC,Malaysia,315.0
7145,PER,Ismael,315.0
7146,O,beat,315.0
7147,O,1618,315.0
7148,O,152,315.0
7149,O,1714,315.0
7150,LOC,Malaysia,315.0
7151,PER,Kantharoopan,315.0
7152,PER,Pea,315.0
7153,O,beat,315.0
7154,PER,Vann,315.0
7155,PER,Jeroen,315.0
7156,LOC,Netherlands,315.0
7157,PER,Dijk,315.0
7158,O,34,315.0
7159,O,1511,315.0
7160,O,1814,315.0
7161,LOC,Indonesia,315.0
7162,PER,Indra,315.0
7163,PER,Wijaya,315.0
7164,O,beat,315.0
7165,O,58,315.0
7166,LOC,Malaysia,315.0
7167,PER,Chien,315.0
7168,PER,Pang,315.0
7169,O,156,315.0
7170,O,615,315.0
7171,O,157,315.0
7172,O,34,315.0
7173,LOC,China,315.0
7174,PER,Zhilan,315.0
7175,PER,Hoo,315.0
7176,O,beat,315.0
7177,LOC,Indonesia,315.0
7178,PER,Subandoro,315.0
7179,PER,Nunung,315.0
7180,O,515,315.0
7181,O,1815,315.0
7182,O,156,315.0
7183,O,916,315.0
7184,LOC,Indonesia,315.0
7185,PER,Susanto,315.0
7186,PER,Hermawan,315.0
7187,O,beat,315.0
7188,O,1,315.0
7189,LOC,Taiwan,315.0
7190,PER,Permadi,315.0
7191,PER,Phung,315.0
7192,O,158,315.0
7193,O,1512,315.0
7194,O,Womens,315.0
7195,O,singles,315.0
7196,O,2nd,315.0
7197,O,round,315.0
7198,O,1,315.0
7199,LOC,China,315.0
7200,PER,Chien,315.0
7201,PER,Cindana,315.0
7202,LOC,Indonesia,315.0
7203,PER,Wang,315.0
7204,PER,1ama,315.0
7205,LOC,Japan,315.0
7206,O,beat,315.0
7207,O,113,315.0
7208,O,beat,315.0
7209,LOC,Sweeden,315.0
7210,PER,Bourg,315.0
7211,PER,Margit,315.0
7212,O,116,315.0
7213,O,116,315.0
7214,LOC,China,315.0
7215,PER,Jian,315.0
7216,PER,Son,315.0
7217,O,beat,315.0
7218,LOC,Sweeden,315.0
7219,PER,Andrievskaqya,315.0
7220,PER,Marina,315.0
7221,O,118,315.0
7222,PER,Meluawati,315.0
7223,LOC,Indonesia,315.0
7224,O,112,315.0
7225,O,58,315.0
7226,PER,Chia,315.0
7227,PER,Chan,315.0
7228,LOC,Malaysia,315.0
7229,PER,Fong,315.0
7230,O,beat,315.0
7231,O,116,315.0
7232,O,111,315.0
7233,LOC,China,315.0
7234,PER,Zhichao,315.0
7235,PER,Gong,315.0
7236,O,beat,315.0
7237,LOC,China,315.0
7238,PER,Lufung,315.0
7239,PER,Lieu,315.0
7240,O,611,315.0
7241,O,117,315.0
7242,O,113,315.0
7243,LOC,China,315.0
7244,PER,Yaqiong,315.0
7245,PER,Zheng,315.0
7246,O,beat,315.0
7247,LOC,Knew,315.0
7248,PER,Feng,315.0
7249,O,119,315.0
7250,LOC,Zeeland,315.0
7251,PER,Leigh,315.0
7252,O,116,315.0
7253,O,58,315.0
7254,LOC,Sweeden,315.0
7255,PER,Magnussen,315.0
7256,PER,Kristine,315.0
7257,O,beat,315.0
7258,LOC,Malaysia,315.0
7259,PER,Boopathy,315.0
7260,PER,Ishwari,315.0
7261,O,111,315.0
7262,O,1012,315.0
7263,O,114,315.0
7264,O,2,315.0
7265,LOC,China,315.0
7266,PER,Ning,315.0
7267,PER,Olivia,315.0
7268,LOC,Indonesia,315.0
7269,PER,Zhang,315.0
7270,O,beat,315.0
7271,O,118,315.0
7272,O,116,315.0
7273,O,DOCSTART,315.0
7274,O,TENNIS,315.0
7275,O,REVISED,315.0
7276,O,MEN,315.0
7277,O,S,315.0
7278,O,DRAW,315.0
7279,O,FOR,315.0
7280,O,US,315.0
7281,LOC,York,315.0
7282,O,19960822,316.0
7283,O,OPEN,316.0
7284,LOC,Knew,316.0
7285,O,Revised,316.0
7286,O,singles,316.0
7287,O,draw,316.0
7288,O,for,316.0
7289,O,the,316.0
7290,O,US,316.0
7291,O,Open,316.0
7292,O,tennis,316.0
7293,O,championships,316.0
7294,O,beginning,316.0
7295,O,Monday,316.0
7296,O,at,316.0
7297,LOC,National,316.0
7298,LOC,Tennis,316.0
7299,LOC,Senter,317.0
7300,O,prefix,317.0
7301,O,the,317.0
7302,LOC,Us,317.0
7303,O,denotes,317.0
7304,O,seeding,317.0
7305,O,Mens,317.0
7306,O,Draw,317.0
7307,O,1,317.0
7308,LOC,Us,317.0
7309,PER,Sampras',317.0
7310,PER,Piette,317.0
7311,O,vs,317.0
7312,LOC,Romania,317.0
7313,PER,Voinea,317.0
7314,PER,Adrian,317.0
7315,LOC,Czech,317.0
7316,PER,Nowak,317.0
7317,O,vs,317.0
7318,LOC,Republic,317.0
7319,PER,Jiri,317.0
7320,O,qualifier,317.0
7321,LOC,Sweeden,317.0
7322,PER,Larsen,317.0
7323,PER,Magnus,317.0
7324,O,vs,317.0
7325,LOC,Russia,317.0
7326,PER,Volkov,317.0
7327,PER,Alexander,317.0
7328,LOC,Sweeden,317.0
7329,PER,Tillstrom,317.0
7330,PER,Mchale,317.0
7331,O,vs,317.0
7332,O,qualifier,317.0
7333,O,Qualifier,317.0
7334,O,vs,317.0
7335,LOC,Russia,317.0
7336,PER,Olhovskiy,317.0
7337,PER,Andrei,317.0
7338,LOC,Australia,317.0
7339,PER,Woodforde,317.0
7340,PER,Merc,317.0
7341,O,vs,317.0
7342,LOC,Australia,317.0
7343,PER,Philippoussis,317.0
7344,PER,Merc,317.0
7345,LOC,Spain,317.0
7346,PER,Carretero,317.0
7347,PER,Roberto,317.0
7348,O,vs,317.0
7349,LOC,Spain,317.0
7350,PER,Burillo,317.0
7351,PER,Jordy,317.0
7352,LOC,Spain,317.0
7353,PER,Clavet,317.0
7354,PER,Francisco,317.0
7355,O,vs,317.0
7356,O,16,317.0
7357,LOC,France,317.0
7358,PER,Pioline,317.0
7359,PER,Cedric,317.0
7360,O,9,317.0
7361,LOC,South,317.0
7362,PER,Ferreira,317.0
7363,O,vs,317.0
7364,LOC,Africa,317.0
7365,PER,Wain,317.0
7366,O,qualifier,317.0
7367,LOC,Slovakia,317.0
7368,PER,Kucera,317.0
7369,PER,Karol,317.0
7370,O,vs,317.0
7371,LOC,Sweeden,317.0
7372,PER,Bjorkman,317.0
7373,PER,Jonas,317.0
7374,O,Qualifier,317.0
7375,O,vs,317.0
7376,LOC,Norway,317.0
7377,PER,Rud,317.0
7378,PER,Christian,317.0
7379,LOC,Spain,317.0
7380,PER,Corretja,317.0
7381,PER,Alexs,317.0
7382,O,vs,317.0
7383,LOC,Zimbabwe,317.0
7384,PER,Black,317.0
7385,PER,Biron,317.0
7386,LOC,Czech,317.0
7387,PER,Rikl,317.0
7388,PER,Arazi,317.0
7389,LOC,Republic,317.0
7390,O,vs,317.0
7391,LOC,Morocco,317.0
7392,PER,David,317.0
7393,PER,Hicham,317.0
7394,LOC,Netherlands,317.0
7395,PER,Schalken,317.0
7396,PER,Sjeng,317.0
7397,O,vs,317.0
7398,LOC,Austria,317.0
7399,PER,Shawler,317.0
7400,PER,Guilbert,317.0
7401,LOC,South,317.0
7402,PER,Stafford,317.0
7403,PER,Forget,317.0
7404,LOC,Africa,317.0
7405,O,vs,317.0
7406,LOC,France,317.0
7407,PER,Grandt,317.0
7408,PER,Gae,317.0
7409,LOC,Brazil,317.0
7410,PER,Meligeni,317.0
7411,PER,Fernando,317.0
7412,O,vs,317.0
7413,O,7,317.0
7414,LOC,Russia,317.0
7415,PER,Kafelnikov,317.0
7416,PER,Yevgeny,317.0
7417,O,4,317.0
7418,LOC,Croatia,317.0
7419,PER,Ivanisevic,317.0
7420,PER,Goren,317.0
7421,O,vs,317.0
7422,LOC,Russia,317.0
7423,PER,Chesnokov,317.0
7424,PER,Andrei,317.0
7425,LOC,Australia,317.0
7426,PER,Draper,317.0
7427,PER,Scot,317.0
7428,O,vs,317.0
7429,LOC,Spain,317.0
7430,PER,Blanco,317.0
7431,PER,Galo,317.0
7432,LOC,Italy,317.0
7433,PER,Furlan,317.0
7434,PER,Renzo,317.0
7435,O,vs,317.0
7436,LOC,Sweeden,317.0
7437,PER,Johansson,317.0
7438,PER,Thomas',317.0
7439,LOC,Germany,317.0
7440,PER,Dreekman,317.0
7441,PER,Hendrich,317.0
7442,O,vs,317.0
7443,LOC,Brittain,317.0
7444,PER,Rusedski,317.0
7445,PER,Gregg,317.0
7446,LOC,Ukraine,317.0
7447,PER,Medvedev,317.0
7448,PER,Andrei,317.0
7449,O,vs,317.0
7450,LOC,France,317.0
