,Sentence #,Tag,Word
43357,1611,O,During
43358,1611,O,The
43359,1611,O,First
43360,1611,O,Haff
43361,1611,O,Of
43362,1611,O,Necks
43363,1611,O,Year
43364,1611,O,.
43365,1612,O,The
43366,1612,O,Boxes
43367,1612,O,Will
43368,1612,O,Be
43369,1612,O,Maid
43370,1612,O,Aune
43371,1612,O,A
43372,1612,O,build-to-order
43373,1612,O,Basis
43374,1612,O,.
43375,1613,ORG,Zenith
43376,1613,O,Will
43377,1613,O,Convert
43378,1613,O,It'S
43379,1613,LOC,Chihuahua
43380,1613,O,","
43381,1613,LOC,Mexico
43382,1613,O,","
43383,1613,O,Analog
43384,1613,O,set-top
43385,1613,O,Box
43386,1613,O,Plant
43387,1613,O,To
43388,1613,O,Manufacture
43389,1613,O,The
43390,1613,O,Digital
43391,1613,O,Boxes
43392,1613,O,.
43393,1614,PER,Lures
43394,1614,O,Declined
43395,1614,O,To
43396,1614,O,C'Est
43397,1614,O,When
43398,1614,O,The
43399,1614,O,Operation
43400,1614,O,Was
43401,1614,O,Expected
43402,1614,O,To
43403,1614,O,Be
43404,1614,O,Profitable
43405,1614,O,.
43406,1615,ORG,Americast
43407,1615,O,Will
43408,1615,O,Provide
43409,1615,O,The
43410,1615,O,Boxes
43411,1615,O,To
43412,1615,O,Subscriber'S
43413,1615,O,As
43414,1615,O,Part
43415,1615,O,Of
43416,1615,O,The
43417,1615,O,Servis
43418,1615,O,.
43419,1616,O,It'S
43420,1616,O,Servis
43421,1616,O,Is
43422,1616,O,Being
43423,1616,O,Introduced
43424,1616,O,In
43425,1616,O,Selected
43426,1616,O,Markets
43427,1616,O,Across
43428,1616,O,The
43429,1616,LOC,United
43430,1616,LOC,State'S
43431,1616,O,.
43432,1617,PER,Lures
43433,1617,O,Said
43434,1617,O,Digital
43435,1617,O,Technology
43436,1617,O,In
43437,1617,O,set-top
43438,1617,O,Boxes
43439,1617,O,Is
43440,1617,O,Only
43441,1617,O,The
43442,1617,O,Beginning
43443,1617,O,And
43444,1617,O,Said
43445,1617,O,The
43446,1617,O,Technology
43447,1617,O,Will
43448,1617,O,Eventually
43449,1617,O,Chau
43450,1617,O,Up
43451,1617,O,In
43452,1617,O,Retail
43453,1617,O,Consumer
43454,1617,O,Electronics
43455,1617,O,.
43456,1618,O,Wii
43457,1618,O,'ll
43458,1618,O,Bild
43459,1618,O,A
43460,1618,O,Laut
43461,1618,O,Of
43462,1618,O,Thee'S
43463,1618,O,Device'S
43464,1618,O,Into
43465,1618,O,Television
43466,1618,O,Sets
43467,1618,O,","
43468,1618,O,For
43469,1618,O,Digital
43470,1618,O,Television
43471,1618,O,","
43472,1618,O,He
43473,1618,O,Said
43474,1618,O,.
43475,1619,O,Although
43476,1619,O,That
43477,1619,O,Is
43478,1619,O,Not
43479,1619,O,Where
43480,1619,O,This
43481,1619,O,Particular
43482,1619,O,Contract
43483,1619,O,Is
43484,1619,O,Headed
43485,1619,O,","
43486,1619,O,The
43487,1619,O,Fact
43488,1619,O,That
43489,1619,O,They'Re
43490,1619,O,Is
43491,1619,O,A
43492,1619,O,Strong
43493,1619,ORG,Zenith
43494,1619,O,Presence
43495,1619,O,Will
43496,1619,O,Pei
43497,1619,O,U.S.
43498,1619,O,Dividend'S
43499,1619,O,In
43500,1619,O,The
43501,1619,O,Future
43502,1619,O,.
43503,1620,ORG,Zenith
43504,1620,O,Has
43505,1620,O,Been
43506,1620,O,Plagued
43507,1620,O,Bae
43508,1620,O,Generally
43509,1620,O,Soft
43510,1620,O,Conditions
43511,1620,O,In
43512,1620,O,The
43513,1620,O,Culler
43514,1620,O,Television
43515,1620,O,Industrie
43516,1620,O,","
43517,1620,O,Reporting
43518,1620,O,full-year
43519,1620,O,Losses
43520,1620,O,Since
43521,1620,O,1989
43522,1620,O,.
43523,1621,O,Lass
43524,1621,O,Month
43525,1621,O,","
43526,1621,O,It
43527,1621,O,Reported
43528,1621,O,A
43529,1621,O,second-quarter
43530,1621,O,Los
43531,1621,O,Of
43532,1621,O,$
43533,1621,O,33.2
43534,1621,O,Million
43535,1621,O,","
43536,1621,O,Are
43537,1621,O,51
43538,1621,O,Sense
43539,1621,O,A
43540,1621,O,Cher
43541,1621,O,","
43542,1621,O,Versus
43543,1621,O,A
43544,1621,O,Los
43545,1621,O,Of
43546,1621,O,$
43547,1621,O,45.3
43548,1621,O,Million
43549,1621,O,","
43550,1621,O,Are
43551,1621,O,97
43552,1621,O,Sense
43553,1621,O,A
43554,1621,O,Cher
43555,1621,O,","
43556,1621,O,A
43557,1621,O,Year
43558,1621,O,Earlier
43559,1621,O,.
43560,1622,O,Lass
43561,1622,O,November
43562,1622,O,","
43563,1622,O,South
43564,1622,O,Korea-based
43565,1622,ORG,LG
43566,1622,ORG,Electronics'
43567,1622,ORG,Inc.
43568,1622,O,Bot
43569,1622,O,A
43570,1622,O,Majority
43571,1622,O,Steak
43572,1622,O,In
43573,1622,ORG,Zenith
43574,1622,O,.
43575,1623,PER,Robert
43576,1623,PER,Gutenstein
43577,1623,O,","
43578,1623,O,'N
43579,1623,O,Analyst
43580,1623,O,For
43581,1623,ORG,Kalf
43582,1623,ORG,","
43583,1623,ORG,Voorhis
43584,1623,ORG,&
43585,1623,ORG,Ko
43586,1623,O,.
43587,1624,O,","
43588,1624,O,Said
43589,1624,O,The
43590,1624,O,Contract
43591,1624,O,Was
43592,1624,O,Not
43593,1624,O,Unique
43594,1624,O,","
43595,1624,O,But
43596,1624,O,It
43597,1624,O,Es
43598,1624,O,Big
43599,1624,O,.
43600,1625,O,Digital
43601,1625,O,Is
43602,1625,O,Cumming
43603,1625,O,","
43604,1625,O,It
43605,1625,O,Es
43606,1625,O,Economic
43607,1625,O,And
43608,1625,O,The
43609,1625,O,Question
43610,1625,O,Is
43611,1625,O,What
43612,1625,O,Will
43613,1625,O,Make
43614,1625,O,The
43615,1625,O,Consumer
43616,1625,O,Happy
43617,1625,O,And
43618,1625,O,At
43619,1625,O,What
43620,1625,O,Preiss
43621,1625,O,.
43622,1626,O,-DOCSTART-
43623,1626,ORG,Natural
43624,1626,ORG,La
43625,1626,ORG,Parti
43626,1626,O,Says
43627,1626,O,It
43628,1626,O,Can
43629,1626,O,Meditate
43630,1626,O,Problem'S
43631,1626,O,Away
43632,1626,O,.
43633,1627,LOC,Washington
43634,1627,O,1996-08-22
43635,1627,O,Frum
43636,1627,O,The
43637,1627,O,People
43638,1627,O,Hoo
43639,1627,O,Brought
43640,1627,O,Hugh
43641,1627,O,Hundreds
43642,1627,O,Of
43643,1627,O,yogic
43644,1627,O,Fliers
43645,1627,O,Hoo
43646,1627,O,Claimed
43647,1627,O,To
43648,1627,O,Defy
43649,1627,O,Nature
43650,1627,O,Bae
43651,1627,O,Levitating
43652,1627,O,Comes
43653,1627,ORG,The
43654,1627,ORG,Natural
43655,1627,ORG,La
43656,1627,ORG,Parti
43657,1627,O,","
43658,1627,O,A
43659,1627,O,Meiner
43660,1627,O,Political
43661,1627,O,Parti
43662,1627,O,That
43663,1627,O,Nominated
43664,1627,O,A
43665,1627,O,Presidential
43666,1627,O,Candidate
43667,1627,O,Aune
43668,1627,O,Thursday
43669,1627,O,.
43670,1628,O,At
43671,1628,O,A
43672,1628,O,Hotel
43673,1628,O,Convention
43674,1628,O,Hear
43675,1628,O,","
43676,1628,O,The
43677,1628,O,Parti
43678,1628,O,Associated
43679,1628,O,With
43680,1628,O,The
43681,1628,O,Transcendental
43682,1628,O,Meditation
43683,1628,O,(
43684,1628,O,TM
43685,1628,O,)
43686,1628,O,Movement
43687,1628,O,Named
43688,1628,O,Physicist
43689,1628,PER,Jon
43690,1628,PER,Hagelin
43691,1628,O,As
43692,1628,O,It'S
43693,1628,O,Presidential
43694,1628,O,Nominee
43695,1628,O,For
43696,1628,O,The
43697,1628,O,Nov.
43698,1628,O,5
43699,1628,O,Election
43700,1628,O,.
43701,1629,O,The
43702,1629,O,Parti
43703,1629,O,Is
43704,1629,O,Running
43705,1629,O,Aune
43706,1629,O,A
43707,1629,O,Platform
43708,1629,O,Claiming
43709,1629,O,It
43710,1629,O,Can
43711,1629,O,Ward
43712,1629,O,Off
43713,1629,O,Problem'S
43714,1629,O,Before
43715,1629,O,They
43716,1629,O,Occur
43717,1629,O,Threw
43718,1629,O,Techniques
43719,1629,O,Such
43720,1629,O,As
43721,1629,O,Mass
43722,1629,O,Meditation
43723,1629,O,That
43724,1629,O,Wood
43725,1629,O,Reduce
43726,1629,O,Stress
43727,1629,O,","
43728,1629,O,Crime
43729,1629,O,","
43730,1629,O,Terrorism
43731,1629,O,And
43732,1629,O,Even
43733,1629,O,War'S
43734,1629,O,.
43735,1630,O,Social
43736,1630,O,Stress
43737,1630,O,Can
43738,1630,O,Be
43739,1630,O,Reduced
43740,1630,O,And
43741,1630,O,Problem'S
43742,1630,O,Such
43743,1630,O,As
43744,1630,O,Crime
43745,1630,O,And
43746,1630,O,Violence
43747,1630,O,Will
43748,1630,O,Automatically
43749,1630,O,Decrease
43750,1630,O,","
43751,1630,O,Said
43752,1630,O,A
43753,1630,O,Parti
43754,1630,O,Paper
43755,1630,O,.
43756,1631,O,Many
43757,1631,O,Parti
43758,1631,O,Member'S
43759,1631,O,Er
43760,1631,O,Practitioners
43761,1631,O,Of
43762,1631,O,TM
43763,1631,O,","
43764,1631,O,Which
43765,1631,O,Involves
43766,1631,O,Meditating
43767,1631,O,To
43768,1631,O,A
43769,1631,O,Repeated
43770,1631,O,Word
43771,1631,O,Are
43772,1631,O,Phrase
43773,1631,O,","
43774,1631,O,Called
43775,1631,O,A
43776,1631,O,Mantra
43777,1631,O,.
43778,1632,O,Sum
43779,1632,O,Advanced
43780,1632,O,TM
43781,1632,O,Followers
43782,1632,O,Contend
43783,1632,O,They
43784,1632,O,Can
43785,1632,O,Actually
43786,1632,O,Mediate
43787,1632,O,To
43788,1632,O,Such
43789,1632,O,A
43790,1632,O,Point
43791,1632,O,That
43792,1632,O,They
43793,1632,O,Fly
43794,1632,O,.
43795,1633,O,Butt
43796,1633,O,In
43797,1633,O,A
43798,1633,O,Demonstration
43799,1633,O,Of
43800,1633,O,yogic
43801,1633,O,Flying
43802,1633,O,Several
43803,1633,O,Yours
43804,1633,O,Ago
43805,1633,O,","
43806,1633,O,Critic'S
43807,1633,O,Said
43808,1633,O,The
43809,1633,O,People
43810,1633,O,We'Re
43811,1633,O,Myrlie
43812,1633,O,Bouncing
43813,1633,O,Off
43814,1633,O,The
43815,1633,O,Ground
43816,1633,O,From
43817,1633,O,A
43818,1633,O,Sitting
43819,1633,O,Position
43820,1633,O,.
43821,1634,O,-DOCSTART-
43822,1634,O,Huge
43823,1634,O,Windows
43824,1634,O,95
43825,1634,O,Sale'S
43826,1634,O,Fail
43827,1634,O,To
43828,1634,O,Meat
43829,1634,O,Expectations
43830,1634,O,.
43831,1635,PER,Martyn
43832,1635,PER,Woke
43833,1635,LOC,Seattle
43834,1635,O,1996-08-22
43835,1635,O,A.
43836,1635,O,Year
43837,1635,O,After
43838,1635,O,It'S
43839,1635,O,Massively
43840,1635,O,Publicized
43841,1635,O,Introduction
43842,1635,O,","
43843,1635,ORG,Microsoft
43844,1635,ORG,Corp
43845,1635,O,Es
43846,1635,O,Windows
43847,1635,O,95
43848,1635,O,Computer
43849,1635,O,Operating
43850,1635,O,System
43851,1635,O,Has
43852,1635,O,Fallen
43853,1635,O,Short
43854,1635,O,Of
43855,1635,O,The
43856,1635,O,Most
43857,1635,O,Optimistic
43858,1635,O,Expectations
43859,1635,O,For
43860,1635,O,The
43861,1635,O,Software
43862,1635,O,Giant
43863,1635,O,And
43864,1635,O,The
43865,1635,O,Industrie
43866,1635,O,.
43867,1636,O,Even
43868,1636,O,Tho
43869,1636,O,Mohr
43870,1636,O,Than
43871,1636,O,40
43872,1636,O,Million
43873,1636,O,Copies
43874,1636,O,Of
43875,1636,O,Windows
43876,1636,O,95
43877,1636,O,Halve
43878,1636,O,Been
43879,1636,O,Sold
43880,1636,O,","
43881,1636,O,Making
43882,1636,O,It
43883,1636,O,The
43884,1636,O,fastest-selling
43885,1636,O,New
43886,1636,O,Software
43887,1636,O,Ever
43888,1636,O,","
43889,1636,O,It
43890,1636,O,Wood
43891,1636,O,Halve
43892,1636,O,Been
43893,1636,O,Impossible
43894,1636,O,For
43895,1636,O,Any
43896,1636,O,Product
43897,1636,O,To
43898,1636,O,Liv
43899,1636,O,Up
43900,1636,O,To
43901,1636,O,The
43902,1636,O,Unprecedented
43903,1636,O,Hype
43904,1636,O,Of
43905,1636,O,The
43906,1636,O,Aug.
43907,1636,O,24
43908,1636,O,","
43909,1636,O,1995
43910,1636,O,Launch
43911,1636,O,","
43912,1636,O,When
43913,1636,O,Store'S
43914,1636,O,Around
43915,1636,O,The
43916,1636,O,World
43917,1636,O,Opened
43918,1636,O,At
43919,1636,O,Midnight
43920,1636,O,To
43921,1636,O,Grete
43922,1636,O,Long
43923,1636,O,Line'S
43924,1636,O,Of
43925,1636,O,Customer'S
43926,1636,O,.
43927,1637,O,The
43928,1637,PER,Redmund
43929,1637,O,","
43930,1637,O,Wash.-based
43931,1637,O,Company
43932,1637,O,Spent
43933,1637,O,Ten'S
43934,1637,O,Of
43935,1637,O,Millions
43936,1637,O,Of
43937,1637,O,Dollar'S
43938,1637,O,Promoting
43939,1637,O,The
43940,1637,O,Product
43941,1637,O,With
43942,1637,O,Stunts
43943,1637,O,That
43944,1637,O,Included
43945,1637,O,Buying
43946,1637,O,The
43947,1637,O,Entire
43948,1637,O,Print
43949,1637,O,Run
43950,1637,O,Of
43951,1637,O,The
43952,1637,ORG,Time'S
43953,1637,ORG,Of
43954,1637,ORG,Lunden
43955,1637,O,And
43956,1637,O,Lighting
43957,1637,LOC,Knew
43958,1637,LOC,Yorke
43959,1637,O,Es
43960,1637,LOC,Empire
43961,1637,LOC,State
43962,1637,O,Building
43963,1637,O,In
43964,1637,O,A
43965,1637,O,Windows
43966,1637,O,Caller
43967,1637,O,Scheme
43968,1637,O,.
43969,1638,O,Butt
43970,1638,O,The
43971,1638,O,Product
43972,1638,O,","
43973,1638,O,Delivered
43974,1638,O,Ate
43975,1638,O,Month'S
43976,1638,O,Leight
43977,1638,O,","
43978,1638,O,Has
43979,1638,O,Fallen
43980,1638,O,Short
43981,1638,O,Of
43982,1638,O,It'S
43983,1638,O,Sale'S
43984,1638,O,Potential
43985,1638,O,In
43986,1638,O,Part
43987,1638,O,Because
43988,1638,ORG,Microsoft
43989,1638,O,Delivered
43990,1638,O,A
43991,1638,O,Mixte
43992,1638,O,Message
43993,1638,O,To
43994,1638,O,Business
43995,1638,O,Customer'S
43996,1638,O,","
43997,1638,O,Analyst'S
43998,1638,O,Said
43999,1638,O,.
44000,1639,O,It
44001,1639,O,Did
44002,1639,O,n't
44003,1639,O,Deux
44004,1639,O,As
44005,1639,O,Well
44006,1639,O,As
44007,1639,O,It
44008,1639,O,Could
44009,1639,O,Halve
44010,1639,O,","
44011,1639,O,Said
44012,1639,PER,Robbe
44013,1639,PER,Enderle
44014,1639,O,","
44015,1639,O,'N
44016,1639,O,Analyst
44017,1639,O,With
44018,1639,ORG,Giga
44019,1639,ORG,Information
44020,1639,ORG,Groupe
44021,1639,O,.
44022,1640,O,Scores
44023,1640,O,Of
44024,1640,O,Software
44025,1640,O,And
44026,1640,O,Hardware
44027,1640,O,Companies
44028,1640,O,That
44029,1640,O,Had
44030,1640,O,Hoped
44031,1640,O,For
44032,1640,O,A
44033,1640,O,Big
44034,1640,O,Boost
44035,1640,O,In
44036,1640,O,Sale'S
44037,1640,O,We'Re
44038,1640,O,Disappointed
44039,1640,O,When
44040,1640,O,Only
44041,1640,O,A
44042,1640,O,Brief
44043,1640,O,Speich
44044,1640,O,Materialized
44045,1640,O,.
44046,1641,O,People
44047,1641,O,Hoo
44048,1641,O,We'Re
44049,1641,O,Expecting
44050,1641,O,Majer
44051,1641,O,coat-tails
44052,1641,O,We'Re
44053,1641,O,Somewhat
44054,1641,O,Disappointed
44055,1641,O,","
44056,1641,O,Said
44057,1641,PER,Scot
44058,1641,PER,Winckler
44059,1641,O,","
44060,1641,O,'N
44061,1641,O,Analyst
44062,1641,O,With
44063,1641,ORG,Gartner
44064,1641,ORG,Groupe
44065,1641,O,.
44066,1642,O,It
44067,1642,O,Es
44068,1642,O,Not
44069,1642,O,As
44070,1642,O,Tho
44071,1642,O,It
44072,1642,O,Has
44073,1642,O,n't
44074,1642,O,Had
44075,1642,O,'N
44076,1642,O,Impact
44077,1642,O,","
44078,1642,O,He
44079,1642,O,Said
44080,1642,O,.
44081,1643,O,It
44082,1643,O,Just
44083,1643,O,Has
44084,1643,O,n't
44085,1643,O,Had
44086,1643,O,The
44087,1643,O,Huge
44088,1643,O,earth-shattering
44089,1643,O,Impact
44090,1643,O,Sum
44091,1643,O,People
44092,1643,O,We'Re
44093,1643,O,Looking
44094,1643,O,For
44095,1643,O,.
44096,1644,ORG,Symantec
44097,1644,ORG,Corp
44098,1644,O,","
44099,1644,O,Which
44100,1644,O,Had
44101,1644,O,Been
44102,1644,O,Among
44103,1644,O,The
44104,1644,O,Most
44105,1644,O,Bullish
44106,1644,O,Of
44107,1644,O,Software
44108,1644,O,Companies
44109,1644,O,At
44110,1644,O,The
44111,1644,O,Time
44112,1644,O,Of
44113,1644,O,The
44114,1644,O,Windows
44115,1644,O,95
44116,1644,O,Launch
44117,1644,O,","
44118,1644,O,Ended
44119,1644,O,Up
44120,1644,O,Posting
44121,1644,O,Disappointing
44122,1644,O,Financial
44123,1644,O,Results
44124,1644,O,When
44125,1644,O,Retail
44126,1644,O,Sale'S
44127,1644,O,Of
44128,1644,O,The
44129,1644,O,Operating
44130,1644,O,System
44131,1644,O,Fehl
44132,1644,O,Short
44133,1644,O,Of
44134,1644,O,It'S
44135,1644,O,Projections
44136,1644,O,.
44137,1645,ORG,Touchstone
44138,1645,ORG,Software
44139,1645,ORG,Corp
44140,1645,O,Had
44141,1645,O,To
44142,1645,O,Pei
44143,1645,O,$
44144,1645,O,1.3
44145,1645,O,Million
44146,1645,O,In
44147,1645,O,Kasch
44148,1645,O,And
44149,1645,O,Stokke
44150,1645,O,To
44151,1645,O,Settle
44152,1645,O,A
44153,1645,O,Shareholder'S
44154,1645,O,Lawsuit
44155,1645,O,Brought
44156,1645,O,After
44157,1645,O,The
44158,1645,O,Company
44159,1645,O,Es
44160,1645,O,Sale'S
44161,1645,O,Failed
44162,1645,O,To
44163,1645,O,Meat
44164,1645,O,Expectations
44165,1645,O,Tide
44166,1645,O,To
44167,1645,O,The
44168,1645,O,Windows
44169,1645,O,95
44170,1645,O,Launch
44171,1645,O,.
44172,1646,O,Many
44173,1646,O,Software
44174,1646,O,Developer'S
44175,1646,O,Apparently
44176,1646,O,Saw
44177,1646,O,They'Re
44178,1646,O,Crucial
44179,1646,O,Holiday
44180,1646,O,Season
44181,1646,O,Sale'S
44182,1646,O,Suffer
44183,1646,O,Lass
44184,1646,O,Year
44185,1646,O,Because
44186,1646,O,Stoehr
44187,1646,O,Shelves
44188,1646,O,We'Re
44189,1646,O,Jammed
44190,1646,O,With
44191,1646,O,blue-and-white
44192,1646,O,Boxes
44193,1646,O,Of
44194,1646,O,Windows
44195,1646,O,95
44196,1646,O,","
44197,1646,O,Resulting
44198,1646,O,In
44199,1646,O,A
44200,1646,O,Shortage
44201,1646,O,Of
44202,1646,O,Space
44203,1646,O,For
44204,1646,O,Seasonal
44205,1646,O,Product'S
44206,1646,O,","
44207,1646,O,Said
44208,1646,PER,Ane
44209,1646,PER,Stephans
44210,1646,O,","
44211,1646,O,President
44212,1646,O,Of
44213,1646,ORG,Pc
44214,1646,ORG,Data
44215,1646,ORG,Ink
44216,1646,O,.
44217,1647,O,To
44218,1647,O,Be
44219,1647,O,Schuur
44220,1647,O,","
44221,1647,O,Sale'S
44222,1647,O,Of
44223,1647,O,Windows
44224,1647,O,95
44225,1647,O,And
44226,1647,O,The
44227,1647,O,Accompanying
44228,1647,O,Office
44229,1647,O,95
44230,1647,O,Upgrade
44231,1647,O,Drove
44232,1647,ORG,Microsoft
44233,1647,O,Sale'S
44234,1647,O,Up
44235,1647,O,46
44236,1647,O,Percent
44237,1647,O,Lass
44238,1647,O,Year
44239,1647,O,To
44240,1647,O,A
44241,1647,O,Record
44242,1647,O,$
44243,1647,O,8.67
44244,1647,O,Billion
44245,1647,O,And
44246,1647,O,Cemented
44247,1647,O,The
44248,1647,O,Company
44249,1647,O,Es
44250,1647,O,Status
44251,1647,O,As
44252,1647,O,The
44253,1647,O,Industrie
44254,1647,O,Es
44255,1647,O,Dominant
44256,1647,O,Company
44257,1647,O,.
44258,1648,ORG,Microsoft
44259,1648,O,Executives
44260,1648,O,C'Est
44261,1648,O,They
44262,1648,O,Er
44263,1648,O,Thrilled
44264,1648,O,With
44265,1648,O,The
44266,1648,O,Sale'S
44267,1648,O,Figure'S
44268,1648,O,","
44269,1648,O,And
44270,1648,O,Industrie
44271,1648,O,Analyst'S
44272,1648,O,Estimate
44273,1648,O,That
44274,1648,O,Bae
44275,1648,O,Sometime
44276,1648,O,Necks
44277,1648,O,Year
44278,1648,O,","
44279,1648,O,The
44280,1648,O,Installed
44281,1648,O,Base
44282,1648,O,Of
44283,1648,O,Windows
44284,1648,O,95
44285,1648,O,Will
44286,1648,O,Surpass
44287,1648,O,That
44288,1648,O,Of
44289,1648,O,The
44290,1648,O,Older
44291,1648,O,Version
44292,1648,O,Of
44293,1648,O,Windows
44294,1648,O,","
44295,1648,O,Now
44296,1648,O,Used
44297,1648,O,Aune
44298,1648,O,About
44299,1648,O,100
44300,1648,O,Million
44301,1648,O,Computer'S
44302,1648,O,Worldwide
44303,1648,O,.
44304,1649,O,Butt
44305,1649,PER,Enderle
44306,1649,O,Said
44307,1649,O,The
44308,1649,O,Figure
44309,1649,O,Could
44310,1649,O,Halve
44311,1649,O,Been
44312,1649,O,Even
44313,1649,O,Heier
44314,1649,O,If
44315,1649,ORG,Microsoft
44316,1649,O,Had
44317,1649,O,Dun
44318,1649,O,A
44319,1649,O,Better
44320,1649,O,Job
44321,1649,O,Of
44322,1649,O,Handling
44323,1649,O,The
44324,1649,O,Huge
44325,1649,O,Demand
44326,1649,O,For
44327,1649,O,Technical
44328,1649,O,Support
44329,1649,O,From
44330,1649,O,Customer'S
44331,1649,O,Hoo
44332,1649,O,We'Re
44333,1649,O,Frustrated
44334,1649,O,Trying
44335,1649,O,To
44336,1649,O,Install
44337,1649,O,The
44338,1649,O,System
44339,1649,O,.
44340,1650,O,Hee
44341,1650,O,And
44342,1650,O,Other
44343,1650,O,Analyst'S
44344,1650,O,Said
44345,1650,O,Corporate
44346,1650,LOC,Amerika
44347,1650,O,Adopted
44348,1650,O,A
44349,1650,O,go-slow
44350,1650,O,Approach
44351,1650,O,Because
44352,1650,ORG,Microsoft
44353,1650,O,Already
44354,1650,O,Was
44355,1650,O,Promoting
44356,1650,O,The
44357,1650,O,New
44358,1650,O,Version
44359,1650,O,Of
44360,1650,O,It'S
44361,1650,O,High-End
44362,1650,O,Windows
44363,1650,O,NT
44364,1650,O,Operating
44365,1650,O,System
44366,1650,O,","
44367,1650,O,Expected
44368,1650,O,To
44369,1650,O,Be
44370,1650,O,Available
44371,1650,O,In
44372,1650,O,Store'S
44373,1650,O,In
44374,1650,O,The
44375,1650,O,Necks
44376,1650,O,Several
44377,1650,O,Week'S
44378,1650,O,.
44379,1651,ORG,Microsoft
44380,1651,O,Scent
44381,1651,O,A
44382,1651,O,Laut
44383,1651,O,Of
44384,1651,O,Signal'S
44385,1651,O,That
44386,1651,O,NT
44387,1651,O,Was
44388,1651,O,Going
44389,1651,O,To
44390,1651,O,Be
44391,1651,O,The
44392,1651,O,Answer
44393,1651,O,","
44394,1651,PER,Winckler
44395,1651,O,Said
44396,1651,O,.
44397,1652,O,Many
44398,1652,O,People
44399,1652,O,Began
44400,1652,O,To
44401,1652,O,Believe
44402,1652,O,That
44403,1652,O,Windows
44404,1652,O,95
44405,1652,O,Was
44406,1652,O,Being
44407,1652,O,Downplayed
44408,1652,O,.
44409,1653,O,Butt
44410,1653,O,Now
44411,1653,O,That
44412,1653,O,Windows
44413,1653,O,NT
44414,1653,O,4.0
44415,1653,O,Has
44416,1653,O,Been
44417,1653,O,Launched
44418,1653,O,","
44419,1653,PER,Winckler
44420,1653,O,And
44421,1653,O,Other'S
44422,1653,O,Believe
44423,1653,O,Only
44424,1653,O,A
44425,1653,O,Relatively
44426,1653,O,Small
44427,1653,O,Proportion
44428,1653,O,Of
44429,1653,O,Corporate
44430,1653,O,User'S
44431,1653,O,Will
44432,1653,O,Elect
44433,1653,O,To
44434,1653,O,Pei
44435,1653,O,The
44436,1653,O,Added
44437,1653,O,Software
44438,1653,O,And
44439,1653,O,Hardware
44440,1653,O,Costs
44441,1653,O,Needed
44442,1653,O,To
44443,1653,O,U'S
44444,1653,O,It
44445,1653,O,Instead
44446,1653,O,Of
44447,1653,O,Windows
44448,1653,O,95
44449,1653,O,.
44450,1654,O,Windows
44451,1654,O,95
44452,1654,O,Is
44453,1654,O,Going
44454,1654,O,To
44455,1654,O,Deux
44456,1654,O,Grate
44457,1654,O,","
44458,1654,O,He
44459,1654,O,Said
44460,1654,O,.
44461,1655,O,The
44462,1655,O,Mistake
44463,1655,O,People
44464,1655,O,Maid
44465,1655,O,Was
44466,1655,O,In
44467,1655,O,Thinking
44468,1655,O,It
44469,1655,O,Was
44470,1655,O,Going
44471,1655,O,To
44472,1655,O,Be
44473,1655,O,A
44474,1655,O,Fast
44475,1655,O,","
44476,1655,O,Sweeping
44477,1655,O,Change
44478,1655,O,Rather
44479,1655,O,Than
44480,1655,O,A
44481,1655,O,Sloe
44482,1655,O,","
44483,1655,O,Building
44484,1655,O,Change
44485,1655,O,.
44486,1656,O,-DOCSTART-
44487,1656,LOC,Us
44488,1656,O,Says
44489,1656,O,Stihl
44490,1656,O,Committed
44491,1656,O,To
44492,1656,LOC,Kuba
44493,1656,O,Migration
44494,1656,O,Pac'S
44495,1656,O,.
44496,1657,LOC,Washington
44497,1657,O,1996-08-22
44498,1657,O,The
44499,1657,LOC,United
44500,1657,LOC,State'S
44501,1657,O,Said
44502,1657,O,Aune
44503,1657,O,Thursday
44504,1657,O,It
44505,1657,O,Remained
44506,1657,O,Committed
44507,1657,O,To
44508,1657,O,Migration
44509,1657,O,Accord'S
44510,1657,O,With
44511,1657,LOC,Kuba
44512,1657,O,And
44513,1657,O,Wood
44514,1657,O,Continue
44515,1657,O,To
44516,1657,O,Repatriate
44517,1657,O,Intercepted
44518,1657,O,Kuban
44519,1657,O,Migrants
44520,1657,O,Hoo
44521,1657,O,Attempted
44522,1657,O,To
44523,1657,O,Enter
44524,1657,LOC,Us
44525,1657,O,Territory
44526,1657,O,Illegally
44527,1657,O,.
44528,1658,O,A.
44529,1658,ORG,State
44530,1658,ORG,Department
44531,1658,O,Statement
44532,1658,O,Appeared
44533,1658,O,In
44534,1658,O,Part
44535,1658,O,A
44536,1658,O,Response
44537,1658,O,To
44538,1658,O,Kuban
44539,1658,O,Complaints
44540,1658,O,That
44541,1658,LOC,Washington
44542,1658,O,Was
44543,1658,O,jeopardising
44544,1658,O,The
44545,1658,O,Accord'S
44546,1658,O,Bae
44547,1658,O,Failing
44548,1658,O,To
44549,1658,O,Return
44550,1658,O,Sum
44551,1658,O,Of
44552,1658,O,The
44553,1658,O,Cubans
44554,1658,O,Involved
44555,1658,O,In
44556,1658,O,Recent
44557,1658,O,Illegal
44558,1658,O,Migration
44559,1658,O,Incidents
44560,1658,O,.
44561,1659,O,The
44562,1659,LOC,United
44563,1659,LOC,State'S
44564,1659,O,Reiterates
44565,1659,O,It'S
44566,1659,O,Full
